name,symbol,link
GEQUITY,GEQ.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0004942915.html?lang=it
GIBUS,GBUS.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005341059.html?lang=it
GIGLIO GROUP,GG.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005122400.html?lang=it
GIGLIO.COM,G.COM.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005453003.html?lang=it
GILEAD SCIENCES,GILD,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/US3755581036.html?lang=it
GIORGIO FEDON,FED.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0001210050.html?lang=it
GISMONDI 1754,GIS.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005391138.html?lang=it
GO INTERNET,GO.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005038002.html?lang=it
GPI,GPI.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005221517.html?lang=it
GREENTHESIS,GTH.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0001042297.html?lang=it
GRIFAL,GRAL.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005332595.html?lang=it
GROWENS,GROW.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005040354.html?lang=it
GVS,GVS.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005411209.html?lang=it
H-FARM,FARM.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0004674666.html?lang=it
HEALTH ITALIA,HI.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005221004.html?lang=it
HEIDELBERG CEMENT,HEI.DE,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/DE0006047004.html?lang=it
HENKEL VZ,HEN3.DE,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/DE0006048432.html?lang=it
HERA,HER.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0001250932.html?lang=it
HIGH QUALITY FOOD,HQF.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005450694.html?lang=it
HOMIZY,HZY.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005468662.html?lang=it
I GRANDI VIAGGI,IGV.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005108219.html?lang=it
IBERDROLA,IBE.MC,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/ES0144580Y14.html?lang=it
IDNTT,IDNTT.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/CH1118852594.html?lang=it
IERVOLINO & LADY BACARDI ENTERTAINMENT,IE.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005380602.html?lang=it
IGD - SIIQ,IGD.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005322612.html?lang=it
IGEAMED,MED.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005429227.html?lang=it
IL SOLE 24 ORE,S24.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005283111.html?lang=it
ILLA,ILLA.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005316705.html?lang=it
ILLIMITY BANK,ILTY.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005359192.html?lang=it
ILPRA,ILP.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005359101.html?lang=it
IMMSI,IMS.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0001413837.html?lang=it
IMVEST,YIV.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0004670532.html?lang=it
INDEL B,INDB.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005245508.html?lang=it
INDITEX,ITX.MI,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/ES0148396007.html?lang=it
INDUSTRIAL STARS OF ITALY 4,IN4.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005447229.html?lang=it
INDUSTRIE CHIMICHE FORESTALI,ICF.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005416281.html?lang=it
INDUSTRIE DE NORA,DNR.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005186371.html?lang=it
INFINEON TECHNOLOGIES,IFX.MI,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/DE0006231004.html?lang=it
ING GROEP,INGA.MI,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/NL0011821202.html?lang=it
INIZIATIVE BRESCIANE,IB.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005037905.html?lang=it
INNOVATEC,INC.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005412298.html?lang=it
INTEK GROUP,IKG.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0004552359.html?lang=it
INTEK GROUP RSP,IKGR.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0004552367.html?lang=it
INTEL,INTC,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/US4581401001.html?lang=it
INTERCOS,ICOS.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005455875.html?lang=it
INTERMONTE PARTNERS SIM,INT.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005460016.html?lang=it
INTERNATIONAL CARE COMPANY,ICC.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005469371.html?lang=it
INTERPUMP GROUP,IP.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0001078911.html?lang=it
INTESA SANPAOLO,ISP.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0000072618.html?lang=it
INTRED,ITD.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005337818.html?lang=it
INWIT,INW.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005090300.html?lang=it
IRCE,IRC.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0001077780.html?lang=it
IREN,IRE.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0003027817.html?lang=it
ISCC FINTECH,ISC.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005474108.html?lang=it
IT WAY,ITW.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0003057624.html?lang=it
ITALGAS,IG.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005211237.html?lang=it
ITALIA INDEPENDENT,IIG.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0004937469.html?lang=it
ITALIAN EXHIBITION GROUP,IEG.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0003411417.html?lang=it
ITALIAN WINE BRANDS,IWB.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005075764.html?lang=it
ITALMOBILIARE,ITM.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0005253205.html?lang=it
IVECO GROUP,IVG.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/NL0015000LU4.html?lang=it
IVS GROUP,IVS.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/LU0556041001.html?lang=it
JONIX,JNX.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005442741.html?lang=it
JUVENTUS FOOTBALL CLUB,JUVE.MI,https://www.borsaitaliana.it//borsa/azioni/scheda/IT0000336518.html?lang=it
K+S,SDF.MI,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/DE000KSAG888.html?lang=it
KERING,KER.MI,https://www.borsaitaliana.it//borsa/azioni/global-equity-market/scheda/FR0000121485.html?lang=it
KI GROUP,KI.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0004967672.html?lang=it
KOLINPHARMA,KIP.MI,https://www.borsaitaliana.it//borsa/azioni/euronext-growth-milan/scheda/IT0005322950.html?lang=it
